"employee_number","number_of_hours","reasons","withpay","dateleave"
"employee1137","9","TO ATTEND TO THE WAKE AND BURIAL OF MY MOTHER-IN-LAW IN DIPOLOG CITY DP: 5/17",True,"2018-05-24"
"employee1137","9","TO ATTEND TO THE WAKE AND BURIAL OF MY MOTHER-IN-LAW IN DIPOLOG CITY DP: 5/17",True,"2018-05-25"
"employee802","9","e/l charge to vl",True,"2018-05-22"
"employee1163","9","PARTIAL VL DP: 5/5",True,"2018-05-23"
"employee1163","9","PARTIAL VL DP: 5/5",True,"2018-05-24"
"employee1605","9","VACATION LEAVE DP: 5/10",True,"2018-05-26"
"employee1920","4.5","HALF DAY LEAVE DP: 5/14",False,"2018-05-19"
"employee1138","9","VACATION LEAVE DP: 5/22",True,"2018-05-27"
"employee1138","9","VACATION LEAVE DP: 5/22",True,"2018-05-28"
"employee1138","9","VACATION LEAVE DP: 5/22",True,"2018-05-29"
"employee1200","9","NO REASON DP: 4/25",True,"2018-05-16"
"employee1200","9","NO REASON DP: 4/25",True,"2018-05-19"
"employee1139","9","PARTIAL VACATION LEAVE DP: 5/13",True,"2018-05-17"
"employee1214","9","NO REASON DP: 5/16",True,"2018-05-19"
"employee222","9","HEADACHE",False,"2018-05-20"
"employee980","9","severe headache",True,"2018-05-17"
"employee3019","9","SICKLEAVE DUE TO HEADACHE",True,"2018-05-20"
"employee259","9","adv sl ... see attached clearance",True,"2018-05-17"
"employee254","9","pls see attached tnx",False,"2018-05-16"
"employee1272","4.5","HALF DAY LEAVE DP: 5/18",True,"2018-05-18"
"employee1493","9","EL DUE UNEXPECTED CIRCUMSTANCE OF TRANSPO IN CAVIT",True,"2018-05-20"
"employee1627","9","FAMILY MATTER",True,"2018-05-26"
"employee1627","9","FAMILY MATTER",False,"2018-05-27"
"employee1627","9","FAMILY MATTER",False,"2018-05-28"
"employee1700","9","FAMILY VACATION",True,"2018-05-26"
"employee1700","9","FAMILY VACATION",True,"2018-05-27"
"employee1134","9","PARTIAL VACATION LEAVE DP: 5/15",True,"2018-05-19"
"employee1190","9","DEATH IN  THE FAMILY DP: 5/17",False,"2018-05-19"
"employee1146","9","ATTEND BEREAVEMENT OF FATHER IN LAW DP: 5/19",True,"2018-05-20"
"employee1146","9","ATTEND BEREAVEMENT OF FATHER IN LAW DP: 5/18",True,"2018-05-18"
"employee1146","9","ATTEND BEREAVEMENT OF FATHER IN LAW DP: 5/18",True,"2018-05-21"
"employee1146","9","ATTEND BEREAVEMENT OF FATHER IN LAW DP: 5/18",True,"2018-05-22"
"employee1196","9","TO SUPERSEDE VL MAY 28 TO 30 FILE DATED 07MAY18 DP: 5/15",True,"2018-05-19"
"employee1196","9","TO SUPERSEDE VL MAY 28 TO 30 FILE DATED 07MAY18 DP: 5/15",True,"2018-05-26"
"employee1196","9","TO SUPERSEDE VL MAY 28 TO 30 FILE DATED 07MAY18 DP: 5/15",True,"2018-05-27"
"employee480","9","Vacation Leave",True,"2018-05-25"
"employee480","9","Vacation Leave",True,"2018-05-26"
"employee480","9","Vacation Leave",True,"2018-05-27"
"employee288","9","V/L",True,"2018-05-27"
"employee1704","9","NO REASON DP: 5/14",True,"2018-05-29"
"employee1704","9","NO REASON DP: 5/14",True,"2018-05-30"
"employee1479","9","HEADACHE (MIGRAINE) DP:5/20",True,"2018-05-19"
"employee1479","9","NO REASON DP: 5/6",True,"2018-05-24"
"employee1183","9","GOING HOMETOWN IN ILIGAN CITY ON FAMILY MATTERS 3/26",True,"2018-05-27"
"employee1183","9","GOING HOMETOWN IN ILIGAN CITY ON FAMILY MATTERS 3/26",True,"2018-05-21"
"employee1183","9","GOING HOMETOWN IN ILIGAN CITY ON FAMILY MATTERS 3/26",True,"2018-05-22"
"employee1183","9","GOING HOMETOWN IN ILIGAN CITY ON FAMILY MATTERS 3/26",True,"2018-05-23"
"employee1183","9","GOING HOMETOWN IN ILIGAN CITY ON FAMILY MATTERS 3/26",True,"2018-05-24"
"employee1141","9","VACATION LEAVE DP: 5/17",True,"2018-05-31"
"employee1173","9","SL DUE HEADACHE AND NAPE PAIN DP: 5/22",True,"2018-05-19"
"employee1173","9","SL DUE HEADACHE AND NAPE PAIN DP: 5/22",True,"2018-05-20"
"employee1625","9","FEVER DP: 5/18",True,"2018-05-17"
"employee479","9","PARTIAL VACATION LEAVE DP: 5/11",True,"2018-05-26"
"employee479","9","PARTIAL VACATION LEAVE DP: 5/11",True,"2018-05-19"
"employee1929","9","VACATION DP: 5/10",False,"2018-05-22"
"employee479","9","STOMACH ACHE DP: 5/21",False,"2018-05-20"
"employee1638","9","VACATION LEAVE DP: 5/10",True,"2018-05-18"
"employee1638","9","VACATION LEAVE DP: 5/10",True,"2018-05-19"
"employee298","9","FAMILY MATTER DP; 5/2",True,"2018-05-16"
"employee298","9","FAMILY MATTER DP; 5/2",True,"2018-05-17"
"employee298","9","FAMILY MATTER DP; 5/2",True,"2018-05-18"
"employee298","9","FAMILY MATTER DP; 5/2",True,"2018-05-19"
"employee298","9","FAMILY MATTER DP; 5/2",True,"2018-05-20"
"employee1233","9","NO REASON DP:3/28",True,"2018-05-20"
"employee1233","9","NO REASON DP:3/28",True,"2018-05-21"
"employee1213","9","FOOT PAIN DP: 5/20",True,"2018-05-18"
"employee1213","9","FOOT PAIN DP: 5/20",True,"2018-05-19"
"employee1132","9","PARTIAL VL DP: 5/21",True,"2018-05-24"
"employee521","9","TO AVAIL MY VACATION LEAVE DP: 4/30",True,"2018-05-19"
"employee521","9","TO AVAIL MY VACATION LEAVE DP: 4/30",True,"2018-05-20"
"employee256","9","DYSMENORRHEA DP: 5/19",True,"2018-05-18"
"employee289","9","IM GOING TO BICOL DP: 5/17",True,"2018-05-23"
"employee289","9","IM GOING TO BICOL DP: 5/17",True,"2018-05-24"
"employee289","9","IM GOING TO BICOL DP: 5/17",True,"2018-05-27"
"employee1702","9","VACATION LEAVE DP: 5/15",True,"2018-05-21"
"employee1702","9","VACATION LEAVE DP: 5/15",True,"2018-05-22"
"employee1702","9","VACATION LEAVE DP: 5/15",True,"2018-05-23"
"employee1124","9","TO ATTEND IMPORTANT FAMILY MATTER DP: 5/19",True,"2018-05-21"
"employee2857","9","PARTIAL VACATION LEAVE DP: 5/14",True,"2018-05-21"
"employee2857","9","PARTIAL VACATION LEAVE DP: 5/14",True,"2018-05-22"
"employee1933","9","FAMILY VACATION DP: 4/8",False,"2018-05-17"
"employee1933","9","SWOLLEN & IRRITATED EYES",False,"2018-05-20"
"employee1933","9","LBM DP: 5/19",False,"2018-05-18"
"employee2475","9","PARTIAL VACATION LEAVE DP: 5/2",True,"2018-05-21"
"employee2475","9","PARTIAL VACATION LEAVE DP: 5/2",True,"2018-05-22"
"employee2475","9","PARTIAL VACATION LEAVE DP: 5/2",True,"2018-05-23"
"employee2475","9","PARTIAL VACATION LEAVE DP: 5/2",True,"2018-05-24"
"employee2475","9","PARTIAL VACATION LEAVE DP: 5/2",True,"2018-05-25"
"employee2475","9","PARTIAL VACATION LEAVE DP: 5/2",True,"2018-05-26"
"employee2475","9","PARTIAL VACATION LEAVE DP: 5/2",True,"2018-05-27"
"employee2475","9","PARTIAL VACATION LEAVE DP: 5/2",True,"2018-05-28"
"employee2475","9","PARTIAL VACATION LEAVE DP: 5/2",True,"2018-05-29"
"employee1166","9","IMPORTANT FAMILY MATTERS DP: 5/14",True,"2018-05-16"
"employee1166","9","IMPORTANT FAMILY MATTERS DP: 5/14",True,"2018-05-17"
"employee1964","9","VACATION LEAVE DP: 4/26",False,"2018-05-25"
"employee1964","9","VACATION LEAVE DP: 4/26",False,"2018-05-26"
"employee1964","9","VACATION LEAVE DP: 4/26",False,"2018-05-27"
"employee1964","9","VACATION LEAVE DP: 4/26",False,"2018-05-28"
"employee1837","9","TO ATTEND MY GRANDMAS WAKE AND BURIAL DP: 5/12",False,"2018-05-19"
"employee1837","9","TO ATTEND MY GRANDMAS WAKE AND BURIAL DP: 5/12",False,"2018-05-20"
"employee1837","9","TO ATTEND MY GRANDMAS WAKE AND BURIAL DP: 5/12",False,"2018-05-21"
"employee1837","9","TO ATTEND MY GRANDMAS WAKE AND BURIAL DP: 5/12",False,"2018-05-24"
"employee1837","9","TO ATTEND MY GRANDMAS WAKE AND BURIAL DP: 5/12",False,"2018-05-25"
"employee1837","9","TO ATTEND MY GRANDMAS WAKE AND BURIAL DP: 5/12",False,"2018-05-26"
"employee1114","9","VACATION LEAVE DP: 5/18",True,"2018-05-28"
"employee1114","9","NAPE PAIN DP: 5/22",True,"2018-05-17"
"employee1712","9","PARTIAL VL DP: 4/25",False,"2018-05-16"
"employee234","9","BRIDAL SHOWER AND SISTERS WEDDING DP: 4/30",True,"2018-05-17"
"employee1165","9","NO REASON DP: 5/1",True,"2018-05-30"
"employee1165","9","NO REASON DP: 5/1",True,"2018-05-31"
"employee1184","9","NO REASON DP: 5/17",True,"2018-05-29"
"employee1201","9","NO REASON DP: 5/16",True,"2018-05-22"
"employee1201","9","NO REASON DP: 5/16",True,"2018-05-23"
"employee1201","9","NO REASON DP: 5/16",True,"2018-05-24"
"employee1201","9","NO REASON DP: 5/16",True,"2018-05-25"
"employee1201","9","NO REASON DP: 5/16",True,"2018-05-26"
"employee477","9","NO REASON DP: 5/23",True,"2018-05-26"
"employee477","9","NO REASON DP: 5/23",True,"2018-05-27"
"employee1709","4.5","VACATION DP: 5/1",True,"2018-05-19"
"employee1709","4.5","VACATION DP: 5/1",False,"2018-05-19"
"employee1709","9","VACATION DP: 5/1",False,"2018-05-20"
"employee1103","9","BOOKING LEAVE CELEBRATING ANNUAL FIESTA DP: 5/15",True,"2018-05-27"
"employee1103","9","BOOKING LEAVE CELEBRATING ANNUAL FIESTA DP: 5/15",True,"2018-05-28"
"employee1103","9","BOOKING LEAVE CELEBRATING ANNUAL FIESTA DP: 5/15",True,"2018-05-29"
"employee1103","9","BOOKING LEAVE CELEBRATING ANNUAL FIESTA DP: 5/15",True,"2018-05-30"
"employee2230","9","SEVERE HEADACHE",False,"2018-05-20"
"employee103","9","DUE WATER INTERUPTION",True,"2018-05-21"
"employee3037","9","MIGRAINE",True,"2018-05-22"
"employee58","9","SL due fever, cough and colds",True,"2018-05-20"
"employee58","9","SL due fever, cough and colds",True,"2018-05-21"
"employee58","9","VL due for check up",False,"2018-05-23"
"employee20","9","PERSONAL (FAMILY) MATTER",True,"2018-05-23"
"employee3079","9","sick leave due boil right thigh",True,"2018-05-20"
"employee3079","9","sick leave due boil right thigh",True,"2018-05-21"
"employee572","9","PARTIAL VACATION LEAVE",True,"2018-05-25"
"employee572","9","PARTIAL VACATION LEAVE",True,"2018-05-26"
"employee14","9","ATTENDED TO MY SICK MOTHER",True,"2018-05-22"
"employee145","9","FEVER THROAT PAIN",True,"2018-05-20"
"employee145","9","FEVER THROAT PAIN",True,"2018-05-21"
"employee768","9","STOMACHACHE. HARD COPY FILED.",True,"2018-05-21"
"employee768","9","PERSONAL REASON. HARDCOPY FILED.",True,"2018-05-22"
"employee590","9","VACATION LEAVE",True,"2018-05-28"
"employee590","9","VACATION LEAVE",True,"2018-05-29"
"employee590","9","VACATION LEAVE",True,"2018-05-30"
"employee178","9","SL DUE BACKPAIN AND FEVER WITH FTW CLEARANCE",True,"2018-05-18"
"employee178","9","SL DUE BACKPAIN AND FEVER WITH FTW CLEARANCE",True,"2018-05-19"
"employee2292","9","due medical condition of my father",False,"2018-05-16"
"employee2292","9","due medical condition of my father",False,"2018-05-17"
"employee2292","9","due medical condition of my father",False,"2018-05-18"
"employee2292","9","due medical condition of my father",False,"2018-05-19"
"employee2292","9","due medical condition of my father",False,"2018-05-20"
"employee1515","9","E/L DUE WATER INTERRUPTION IN OUR AREA",True,"2018-05-22"
"employee182","9","SL due to backpain",True,"2018-05-22"
"employee1967","9","SL DUE MIGRANE AND SORE THROAT.",True,"2018-05-23"
"employee573","9","lipat bahay family matters",True,"2018-05-25"
"employee573","9","lipat bahay family matters",True,"2018-05-26"
"employee573","9","lipat bahay family matters",True,"2018-05-27"
"employee2224","9","E/L. ATTEND THE BURIAL OF MY GRAND FATHER.",True,"2018-05-23"
"employee775","9","TOOTH EXTRACTION",True,"2018-05-23"
"employee1838","9","sick leave due body pain and fever.",True,"2018-05-20"
"employee607","9","s/l due to hypertensive urgency.",True,"2018-05-20"
"employee607","9","s/l due to hypertensive urgency.",True,"2018-05-21"
"employee187","9","DYSMENORRHEA",True,"2018-05-18"
"employee793","9","Due to back pain. Attached fit to work clearance",True,"2018-05-23"
"employee2116","9","college graduatio of my duather",True,"2018-05-26"
"employee2116","9","college graduatio of my duather",True,"2018-05-27"
"employee3237","9","due to toothache",True,"2018-05-16"
"employee1897","9","Dysmenorrhea. Attached fit to work clearance",True,"2018-05-23"
"employee604","9","Accompanied my mother for physicians check up",True,"2018-05-19"
"employee604","9","partial leave",True,"2018-05-26"
"employee604","9","partial leave",True,"2018-05-27"
"employee568","9","Partial Leave",True,"2018-05-21"
"employee3078","9","3 days 
18may sent home
19 surgery consultation",True,"2018-05-17"
"employee3078","9","3 days 
18may sent home
19 surgery consultation",True,"2018-05-18"
"employee1813","9","S/L DUE FEVER AND FLU W/ MED CERT",True,"2018-05-16"
"employee1813","4.5","S/L DUE FEVER AND FLU W/ MED CERT",True,"2018-05-17"
"employee1813","4.5","S/L DUE FEVER AND FLU W/ MED CERT",False,"2018-05-17"
"employee1813","9","S/L DUE FEVER AND FLU W/ MED CERT",False,"2018-05-18"
"employee794","4.5","RUNNY NOSE/HEADACHE. PHOC DULY ADVISED",True,"2018-05-22"
"employee794","4.5","RUNNY NOSE/HEADACHE. PHOC DULY ADVISED",False,"2018-05-22"
"employee903","9","son sick",False,"2018-05-18"
"employee580","9","Family Gathering (Despedida of my Tita)",True,"2018-05-25"
"employee580","9","Family Gathering (Despedida of my Tita)",True,"2018-05-26"
"employee614","9","accompany my son to school register clearance.",True,"2018-05-16"
"employee790","9","foot pain consulted with doctor",False,"2018-05-18"
"employee1680","9","EL DUE TO WATER INTERRUPTION",False,"2018-05-23"
"employee576","9","E/L- charge to V/L-sickdaughter stomach discomfort",True,"2018-05-23"
"employee1444","9","Sick Leave",True,"2018-05-22"
"employee2263","9","Sick Leave W/ out Med Cert.",True,"2018-05-23"
"employee1279","9","NO REASON DP: 5/24",True,"2018-05-28"
"employee1229","9","NO REASON DP: 5/23",True,"2018-05-27"
"employee293","9","FEVER DP: 5/22",False,"2018-05-16"
"employee1178","9","LBM DP: 5/23",True,"2018-05-22"
"employee1224","9","NO REASON DP: 5/16",True,"2018-05-19"
"employee1224","9","NO REASON DP: 5/16",True,"2018-05-20"
"employee1238","9","FAMILY MATTER DP: 5/22",True,"2018-05-26"
"employee1238","9","ANKLE PAIN DP: 5/22",True,"2018-05-18"
"employee1935","9","BEREAVEMENT LEAVE DP: 5/22",False,"2018-05-17"
"employee1935","9","BEREAVEMENT LEAVE DP: 5/22",False,"2018-05-18"
"employee1935","9","BEREAVEMENT LEAVE DP: 5/22",False,"2018-05-19"
"employee1935","9","BEREAVEMENT LEAVE DP: 5/22",False,"2018-05-20"
"employee1935","9","BEREAVEMENT LEAVE DP: 5/22",False,"2018-05-21"
"employee1935","9","BEREAVEMENT LEAVE DP: 5/22",False,"2018-05-24"
"employee1935","9","BEREAVEMENT LEAVE DP: 5/22",False,"2018-05-25"
"employee1935","9","BEREAVEMENT LEAVE DP: 5/22",False,"2018-05-26"
"employee1935","9","BEREAVEMENT LEAVE DP: 5/22",False,"2018-05-27"
"employee1694","9","LBM DP: 5/21",True,"2018-05-20"
"employee1207","9","TOOTHACHE DP: 5/22",True,"2018-05-16"
"employee1277","9","FEVER DP: 5/20",True,"2018-05-18"
"employee1277","9","FEVER DP: 5/20",True,"2018-05-19"
"employee1232","9","NO REASON DP: 5/22",True,"2018-05-25"
"employee1218","9","FEVER DP: 5/18",True,"2018-05-17"
"employee1798","9","NO REASON DP: 5/21",True,"2018-05-28"
"employee1140","9","PARTIAL VL DP: 5/23",True,"2018-05-27"
"employee1744","9","GOT FEVER DP: 5/23",True,"2018-05-19"
"employee1744","9","GOT FEVER DP: 5/23",True,"2018-05-20"
"employee1168","9","NO REASON DP: 5/18",True,"2018-05-21"
"employee1871","9","VACATION LEAVE DP: 5/22",False,"2018-05-31"
"employee1871","9","VACATION LEAVE DP: 5/22",False,"2018-05-27"
"employee1921","9","DEATH OF FAMILY MEMBER DP: 5/20",False,"2018-05-18"
"employee1921","9","BURIAL OF FAMILY MEMBER DP: 5/20",False,"2018-05-28"
"employee1743","9","EMERGENCY LEAVE (FAMILY MATTER)  DP: 5/23",True,"2018-05-22"
"employee1275","9","VACATION LEAVE DP: 5/22",True,"2018-05-25"
"employee1275","9","VACATION LEAVE DP: 5/22",True,"2018-05-26"
"employee257","9","HYPER ACIDITY DP: 5/22",True,"2018-05-20"
"employee299","9","DYSMENORRHEA DP: 5/17",True,"2018-05-16"
"employee459","9","BODY MALAISE SICK LEAVE DP: 5/21",True,"2018-05-20"
"employee2483","9","VERTIGO DP: 5/22",True,"2018-05-20"
"employee3063","9","partial v/l",True,"2018-05-26"
"employee1836","9","bring my niece in the hospital",True,"2018-05-23"
"employee251","9","e/l charge to my personal leave",True,"2018-05-23"
"employee832","9","Sick Leave due to Asthma.",True,"2018-05-23"
"employee2097","9","s/l due to tooth ache",True,"2018-05-24"
"employee2097","9","v/l due to my only son birthday",False,"2018-06-03"
"employee839","9","EL charge to PERSONAL LEAVE",True,"2018-05-24"
"employee905","9","Partial use V/L",True,"2018-05-27"
"employee934","9","due sick wife vertigo",True,"2018-05-17"
"employee934","9","due sick wife vertigo",True,"2018-05-18"
"employee934","9","due sick wife vertigo",False,"2018-05-21"
"employee934","9","due back pain",True,"2018-05-22"
"employee934","9","due back pain",True,"2018-05-23"
"employee862","9","sick leave due to LBM",True,"2018-05-23"
"employee974","9","1day vacation im going to province",True,"2018-06-08"
"employee1847","9","Partial V/L due to scheduled check-up.",True,"2018-05-28"
"employee1715","9","due to oral operation stage 1",True,"2018-05-21"
"employee863","9","partial vacation leave",True,"2018-05-27"
"employee1763","9","Fever and Body pain",True,"2018-05-24"
"employee939","9","partial vacation leave",True,"2018-06-06"
"employee1509","9","FAMILY OUT OF TOWN VACATION",True,"2018-05-24"
"employee1509","9","FAMILY OUT OF TOWN VACATION",True,"2018-05-25"
"employee1101","9","USE VL",True,"2018-05-23"
"employee292","9","Low back pain. Schedule for CT scan.",True,"2018-05-17"
"employee292","9","Attended to my mother",True,"2018-05-18"
"employee1610","9","PERSONAL MATTER",True,"2018-05-22"
"employee3198","9","maternity matter",True,"2018-05-19"
"employee3198","9","maternity matter",True,"2018-05-20"
"employee3198","9","maternity matter",True,"2018-05-21"
"employee3198","9","maternity matter",True,"2018-05-22"
"employee234","9","BRIDAL SHOWER AND SISTERS WEDDING DP: 4/30",True,"2018-05-20"
"employee1129","9","Personal",True,"2018-05-23"
"employee1527","4.5","personal matter",True,"2018-05-22"
"employee1408","9","due to Boil",True,"2018-05-26"
"employee1996","9","family matter",False,"2018-05-24"
"employee937","9","ATTENDED BURIAL OF MY SISTER.",True,"2018-05-18"
"employee937","9","ATTENDED BURIAL OF MY SISTER.",True,"2018-05-19"
"employee937","9","ATTENDED BURIAL OF MY SISTER.",True,"2018-05-20"
"employee937","9","HEADACHE AND LBM",True,"2018-05-21"
"employee937","9","HEADACHE AND LBM",True,"2018-05-22"
"employee39","9","Attend birthday of my Mother",True,"2018-05-29"
"employee1125","9","HEADACHE",True,"2018-05-22"
"employee765","9","schedule leave",False,"2018-05-29"
"employee1955","9","Vacation Leave(Personal Matters )",True,"2018-05-31"
"employee2083","9","Scheduled V/L.",True,"2018-05-26"
"employee2083","9","Scheduled V/L.",True,"2018-05-29"
"employee2083","9","Scheduled V/L.",True,"2018-05-30"
"employee2083","9","Scheduled V/L.",True,"2018-05-31"
"employee2083","9","Scheduled V/L.",True,"2018-06-01"
"employee2083","9","Scheduled V/L.",True,"2018-06-02"
